,Mediator,Outcome,Gravidity,Age group,N,Interaction,Aim1 effect,Total effect,Total effect 95% CI,Average mediated effect,Average mediated effect 95% CI,ACME p after BH adjustment,Average direct effect,Average direct effect 95% CI
3877,OPG,absolute weight growth velocity (3 month increment),Multi,>6-9 months,158,1,-82.4561,-81.611,"[-206.0914, 36.4917]",-3.91,"[-31.5373, 20.7706]",0.99,-77.701,"[-205.6564, 47.3401]"
3878,OPG,absolute weight growth velocity (3 month increment),Multi,>6-9 months,158,0,-78.9766,-83.6849,"[-205.2246, 45.2304]",-3.8511,"[-33.7918, 21.317]",0.986,-79.8338,"[-206.6963, 54.5036]"
3879,OPG,absolute weight growth velocity (3 month increment),Single,>6-9 months,37,1,855.8863,116.1526,"[-378.318, 584.7278]",-5.8969,"[-250.6931, 194.0509]",1,122.0495,"[-375.2651, 608.8927]"
3880,OPG,absolute weight growth velocity (3 month increment),Single,>6-9 months,37,0,110.113,98.186,"[-363.7952, 560.8821]",-5.72,"[-244.6028, 221.2891]",0.982,103.906,"[-362.0948, 582.2357]"
3881,OPG,absolute weight growth velocity (3 month increment),All,>9-12 months,231,1,11.0103,9.0614,"[-105.3918, 124.3237]",-2.3438,"[-26.3135, 19.0186]",0.942,11.4052,"[-102.9762, 125.6135]"
3882,OPG,absolute weight growth velocity (3 month increment),All,>9-12 months,231,0,10.4049,6.3909,"[-107.6089, 125.3983]",-2.4006,"[-25.1102, 21.4507]",0.988,8.7915,"[-107.0099, 127.411]"
3883,OPG,absolute weight growth velocity (3 month increment),Multi,>9-12 months,183,1,14.1388,63.0531,"[-55.7386, 195.1447]",-1.4233,"[-28.8324, 23.6881]",0.998,64.4764,"[-46.397, 193.1038]"
3884,OPG,absolute weight growth velocity (3 month increment),Multi,>9-12 months,183,0,64.2492,61.418,"[-62.935, 191.7244]",-1.802,"[-30.9679, 24.5735]",0.992,63.2201,"[-60.1819, 191.075]"
3885,OPG,absolute weight growth velocity (3 month increment),Single,>9-12 months,48,1,NA,-168.1453,"[-473.8449, 150.6445]",29.6763,"[-40.1149, 145.9882]",0.986,-197.8216,"[-495.7804, 98.6493]"
3886,OPG,absolute weight growth velocity (3 month increment),Single,>9-12 months,48,0,-192.9285,-172.4194,"[-483.2235, 137.1098]",25.5775,"[-44.3391, 130.58]",0.996,-197.9969,"[-501.3398, 131.0209]"
3887,OPG,weight velocity based on weight-for-length Z-score (3 month increment),All,0-3 months,241,1,-0.7862,0.0585,"[-0.3612, 0.4978]",-0.0213,"[-0.1138, 0.0563]",0.978,0.0799,"[-0.3537, 0.5286]"
3888,OPG,weight velocity based on weight-for-length Z-score (3 month increment),All,0-3 months,241,0,0.0736,0.0433,"[-0.3922, 0.5021]",-0.0227,"[-0.1131, 0.061]",0.98,0.066,"[-0.3853, 0.5149]"
3889,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Multi,0-3 months,190,1,-2.4763,0.1139,"[-0.3666, 0.6213]",-0.0306,"[-0.1276, 0.0492]",0.9202,0.1445,"[-0.3379, 0.6553]"
3890,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Multi,0-3 months,190,0,0.1477,0.1093,"[-0.4062, 0.6234]",-0.0358,"[-0.1504, 0.0479]",0.876,0.1451,"[-0.3674, 0.6857]"
3891,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Single,0-3 months,51,1,5.6163,-0.2451,"[-1.5251, 1.0228]",0.0021,"[-0.4999, 0.4901]",0.998,-0.2473,"[-1.4334, 1.0155]"
3892,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Single,0-3 months,51,0,-0.2557,-0.2769,"[-1.516, 0.9896]",-0.0073,"[-0.5234, 0.4914]",0.998,-0.2696,"[-1.4898, 0.9718]"
3893,OPG,weight velocity based on weight-for-length Z-score (3 month increment),All,>3-6 months,181,1,3.3815,0.0354,"[-0.2952, 0.3637]",-0.0492,"[-0.1634, 0.0402]",0.978,0.0845,"[-0.2741, 0.4368]"
3894,OPG,weight velocity based on weight-for-length Z-score (3 month increment),All,>3-6 months,181,0,0.0857,0.034,"[-0.3145, 0.3758]",-0.0446,"[-0.1684, 0.0458]",0.996,0.0786,"[-0.3086, 0.4493]"
3895,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>3-6 months,143,1,3.4525,-0.0185,"[-0.3942, 0.3624]",0.0065,"[-0.0842, 0.0982]",0.996,-0.025,"[-0.4136, 0.3663]"
3896,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>3-6 months,143,0,-0.0203,-0.0098,"[-0.3648, 0.3765]",0.0106,"[-0.0917, 0.117]",0.978,-0.0204,"[-0.3908, 0.3903]"
3897,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Single,>3-6 months,38,1,-0.5704,0.3713,"[-0.6534, 1.3609]",-0.2188,"[-0.9163, 0.199]",0.988,0.5901,"[-0.4805, 1.6113]"
3898,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Single,>3-6 months,38,0,0.5643,0.3485,"[-0.6224, 1.3628]",-0.221,"[-0.9108, 0.153]",0.998,0.5695,"[-0.4273, 1.5898]"
3899,OPG,weight velocity based on weight-for-length Z-score (3 month increment),All,>6-9 months,195,1,2.2431,-0.0536,"[-0.2779, 0.1827]",0.0129,"[-0.0373, 0.0657]",0.998,-0.0665,"[-0.2892, 0.17]"
3900,OPG,weight velocity based on weight-for-length Z-score (3 month increment),All,>6-9 months,195,0,-0.0736,-0.0592,"[-0.287, 0.1766]",0.0177,"[-0.0266, 0.0759]",0.996,-0.0768,"[-0.319, 0.1549]"
3901,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>6-9 months,158,1,2.1638,-0.0674,"[-0.3179, 0.196]",0.0061,"[-0.0423, 0.058]",0.994,-0.0735,"[-0.32, 0.1848]"
3902,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>6-9 months,158,0,-0.0782,-0.0698,"[-0.3106, 0.1976]",0.0099,"[-0.0373, 0.0637]",0.98,-0.0798,"[-0.3227, 0.1965]"
3903,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Single,>6-9 months,37,1,3.1548,-0.1282,"[-0.9679, 0.7153]",0.0476,"[-0.2022, 0.3233]",0.998,-0.1758,"[-1.0235, 0.6503]"
3904,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Single,>6-9 months,37,0,-0.185,-0.162,"[-1.0143, 0.6274]",0.0402,"[-0.2111, 0.3432]",0.996,-0.2022,"[-0.9769, 0.5806]"
3905,OPG,weight velocity based on weight-for-length Z-score (3 month increment),All,>9-12 months,231,1,-0.5395,0.0024,"[-0.1935, 0.1965]",0.0048,"[-0.0364, 0.0455]",0.9534,-0.0024,"[-0.2005, 0.1873]"
3906,OPG,weight velocity based on weight-for-length Z-score (3 month increment),All,>9-12 months,231,0,-0.0035,-0.0019,"[-0.1995, 0.1906]",0.0042,"[-0.0357, 0.0488]",0.959,-0.0062,"[-0.2111, 0.1882]"
3907,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>9-12 months,183,1,-0.4903,0.0329,"[-0.1627, 0.2417]",0.0079,"[-0.0357, 0.0549]",0.9364,0.025,"[-0.1606, 0.2315]"
3908,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>9-12 months,183,0,0.0251,0.0297,"[-0.1811, 0.2513]",0.0068,"[-0.0428, 0.0554]",0.984,0.0229,"[-0.1791, 0.2403]"
3909,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Single,>9-12 months,48,1,1.4023,-0.0539,"[-0.5884, 0.4927]",0.0405,"[-0.0986, 0.2425]",0.996,-0.0944,"[-0.6421, 0.4197]"
3910,OPG,weight velocity based on weight-for-length Z-score (3 month increment),Single,>9-12 months,48,0,-0.0911,-0.0665,"[-0.5925, 0.4806]",0.0345,"[-0.1103, 0.236]",0.998,-0.101,"[-0.6343, 0.4557]"
3911,SCF,length velocity based on length-for-age Z-score (3 month increment),All,0-3 months,251,1,-1.1195,-0.0226,"[-0.3283, 0.2836]",0.0479,"[-0.0247, 0.138]",0.9004,-0.0705,"[-0.3793, 0.2378]"
3912,SCF,length velocity based on length-for-age Z-score (3 month increment),All,0-3 months,251,0,-0.0673,-0.0332,"[-0.3362, 0.2868]",0.0393,"[-0.0264, 0.1241]",0.91,-0.0725,"[-0.3724, 0.2506]"
3913,SCF,length velocity based on length-for-age Z-score (3 month increment),Multi,0-3 months,200,1,-2.6513,-0.0975,"[-0.4392, 0.2511]",0.0831,"[-0.0043, 0.2067]",0.826,-0.1807,"[-0.5152, 0.1489]"
3914,SCF,length velocity based on length-for-age Z-score (3 month increment),Multi,0-3 months,200,0,-0.1627,-0.1056,"[-0.4562, 0.2427]",0.0587,"[-0.0329, 0.1766]",0.8442,-0.1643,"[-0.5074, 0.1907]"
3915,SCF,length velocity based on length-for-age Z-score (3 month increment),Single,0-3 months,51,1,1.0847,0.3253,"[-0.4573, 1.1667]",-0.029,"[-0.3547, 0.2378]",0.968,0.3543,"[-0.4249, 1.19]"
3916,SCF,length velocity based on length-for-age Z-score (3 month increment),Single,0-3 months,51,0,0.3263,0.3081,"[-0.5122, 1.1518]",-0.0169,"[-0.3182, 0.2329]",0.986,0.325,"[-0.4702, 1.1489]"
3917,SCF,length velocity based on length-for-age Z-score (3 month increment),All,>3-6 months,181,1,-1.929,-0.0656,"[-0.3656, 0.2484]",0.0611,"[-0.0346, 0.1733]",0.931,-0.1267,"[-0.4234, 0.1759]"
3918,SCF,length velocity based on length-for-age Z-score (3 month increment),All,>3-6 months,181,0,-0.1117,-0.0742,"[-0.355, 0.2224]",0.0415,"[-0.0506, 0.1491]",0.9413,-0.1157,"[-0.4313, 0.1877]"
3919,SCF,length velocity based on length-for-age Z-score (3 month increment),Multi,>3-6 months,143,1,-1.2254,0.0007,"[-0.3247, 0.3478]",0.0642,"[-0.0568, 0.1986]",0.9536,-0.0636,"[-0.3961, 0.2897]"
3920,SCF,length velocity based on length-for-age Z-score (3 month increment),Multi,>3-6 months,143,0,-0.0537,-0.0066,"[-0.3286, 0.336]",0.0485,"[-0.0662, 0.1814]",0.924,-0.055,"[-0.3937, 0.3056]"
3921,SCF,length velocity based on length-for-age Z-score (3 month increment),Single,>3-6 months,38,1,-4.5795,-0.4755,"[-1.2587, 0.1821]",-0.008,"[-0.2758, 0.257]",0.998,-0.4675,"[-1.2016, 0.184]"
3922,SCF,length velocity based on length-for-age Z-score (3 month increment),Single,>3-6 months,38,0,-0.4307,-0.4505,"[-1.0872, 0.2242]",-0.0245,"[-0.2735, 0.2202]",0.99,-0.426,"[-0.9789, 0.1971]"
3923,SCF,length velocity based on length-for-age Z-score (3 month increment),All,>6-9 months,195,1,0.9446,-0.0224,"[-0.2566, 0.2226]",-0.0247,"[-0.1031, 0.0399]",0.9822,0.0023,"[-0.2444, 0.2452]"
3924,SCF,length velocity based on length-for-age Z-score (3 month increment),All,>6-9 months,195,0,-0.0102,-0.03,"[-0.2618, 0.2048]",-0.0166,"[-0.0841, 0.0441]",0.9487,-0.0134,"[-0.2448, 0.2312]"
3925,SCF,length velocity based on length-for-age Z-score (3 month increment),Multi,>6-9 months,158,1,1.4107,-0.0745,"[-0.3396, 0.1908]",-0.0235,"[-0.116, 0.0583]",1,-0.051,"[-0.33, 0.2384]"
3926,SCF,length velocity based on length-for-age Z-score (3 month increment),Multi,>6-9 months,158,0,-0.0719,-0.0798,"[-0.3361, 0.1815]",-0.0061,"[-0.0906, 0.0716]",0.988,-0.0737,"[-0.329, 0.207]"
3927,SCF,length velocity based on length-for-age Z-score (3 month increment),Single,>6-9 months,37,1,-3.0082,0.4661,"[-0.4423, 1.3371]",-0.0097,"[-0.2835, 0.2503]",0.984,0.4759,"[-0.3741, 1.2994]"
3928,SCF,length velocity based on length-for-age Z-score (3 month increment),Single,>6-9 months,37,0,0.4488,0.4302,"[-0.442, 1.322]",-0.0015,"[-0.2574, 0.2454]",0.976,0.4317,"[-0.4187, 1.2845]"
3929,SCF,length velocity based on length-for-age Z-score (3 month increment),All,>9-12 months,231,1,-0.9151,0.0178,"[-0.1742, 0.2181]",0.0293,"[-0.0108, 0.081]",0.6475,-0.0115,"[-0.2068, 0.1951]"
3930,SCF,length velocity based on length-for-age Z-score (3 month increment),All,>9-12 months,231,0,-0.0084,0.0123,"[-0.1712, 0.2067]",0.0227,"[-0.0108, 0.0693]",0.654,-0.0105,"[-0.2003, 0.1921]"
3931,SCF,length velocity based on length-for-age Z-score (3 month increment),Multi,>9-12 months,183,1,-0.9446,0.086,"[-0.1127, 0.2916]",0.0323,"[-0.0108, 0.0915]",0.75,0.0537,"[-0.1469, 0.2667]"
3932,SCF,length velocity based on length-for-age Z-score (3 month increment),Multi,>9-12 months,183,0,0.0599,0.0799,"[-0.1366, 0.303]",0.0227,"[-0.0188, 0.0792]",0.749,0.0571,"[-0.1581, 0.2931]"
3933,SCF,length velocity based on length-for-age Z-score (3 month increment),Single,>9-12 months,48,1,0.4899,-0.268,"[-0.7223, 0.2155]",0.0353,"[-0.0622, 0.1881]",0.992,-0.3033,"[-0.7794, 0.183]"
3934,SCF,length velocity based on length-for-age Z-score (3 month increment),Single,>9-12 months,48,0,-0.3154,-0.2811,"[-0.7488, 0.1937]",0.0382,"[-0.0523, 0.2032]",0.998,-0.3193,"[-0.7662, 0.1574]"
3935,SCF,absolute length growth velocity (3 month increment),All,0-3 months,251,1,-1.9123,-0.0825,"[-0.703, 0.5452]",0.0787,"[-0.0709, 0.2547]",0.9371,-0.1612,"[-0.7782, 0.445]"
3936,SCF,absolute length growth velocity (3 month increment),All,0-3 months,251,0,-0.1584,-0.1046,"[-0.7175, 0.5347]",0.0644,"[-0.0717, 0.2343]",0.924,-0.1689,"[-0.7751, 0.4781]"
3937,SCF,absolute length growth velocity (3 month increment),Multi,0-3 months,200,1,-5.149,-0.2435,"[-0.9278, 0.4661]",0.1481,"[-0.0279, 0.3953]",0.7735,-0.3916,"[-1.0608, 0.2681]"
3938,SCF,absolute length growth velocity (3 month increment),Multi,0-3 months,200,0,-0.3569,-0.2587,"[-0.9691, 0.4446]",0.1011,"[-0.0878, 0.3334]",0.7675,-0.3598,"[-1.0572, 0.3602]"
3939,SCF,absolute length growth velocity (3 month increment),Single,0-3 months,51,1,3.2505,0.6333,"[-0.9309, 2.3774]",-0.0738,"[-0.7469, 0.4564]",0.98,0.7071,"[-0.8915, 2.4466]"
3940,SCF,absolute length growth velocity (3 month increment),Single,0-3 months,51,0,0.6458,0.6036,"[-1.0437, 2.3075]",-0.0424,"[-0.657, 0.4524]",0.988,0.646,"[-0.9833, 2.3082]"
3941,SCF,absolute length growth velocity (3 month increment),All,>3-6 months,181,1,-4.5584,-0.194,"[-0.8254, 0.4604]",0.1227,"[-0.0743, 0.35]",0.966,-0.3167,"[-0.9621, 0.3306]"
3942,SCF,absolute length growth velocity (3 month increment),All,>3-6 months,181,0,-0.28,-0.212,"[-0.8067, 0.4179]",0.0767,"[-0.1148, 0.2956]",0.996,-0.2888,"[-0.9759, 0.3619]"
3943,SCF,absolute length growth velocity (3 month increment),Multi,>3-6 months,143,1,-3.2582,-0.0508,"[-0.7418, 0.676]",0.1301,"[-0.126, 0.4129]",0.9333,-0.1809,"[-0.8698, 0.5876]"
3944,SCF,absolute length growth velocity (3 month increment),Multi,>3-6 months,143,0,-0.1549,-0.0683,"[-0.7512, 0.6613]",0.0889,"[-0.1496, 0.361]",0.924,-0.1572,"[-0.867, 0.6096]"
3945,SCF,absolute length growth velocity (3 month increment),Single,>3-6 months,38,1,-9.353,-1.0837,"[-2.7128, 0.3259]",-0.0249,"[-0.5844, 0.5092]",0.992,-1.0588,"[-2.6332, 0.3236]"
3946,SCF,absolute length growth velocity (3 month increment),Single,>3-6 months,38,0,-0.9842,-1.032,"[-2.399, 0.4019]",-0.0567,"[-0.5732, 0.4459]",0.996,-0.9752,"[-2.1418, 0.3609]"
3947,SCF,absolute length growth velocity (3 month increment),All,>6-9 months,195,1,2.0845,-0.0652,"[-0.5936, 0.4846]",-0.0618,"[-0.2433, 0.0847]",0.9534,-0.0034,"[-0.5629, 0.5473]"
3948,SCF,absolute length growth velocity (3 month increment),All,>6-9 months,195,0,-0.0313,-0.0825,"[-0.6041, 0.4452]",-0.0439,"[-0.1995, 0.0928]",0.9531,-0.0387,"[-0.5618, 0.5149]"
3949,SCF,absolute length growth velocity (3 month increment),Multi,>6-9 months,158,1,3.0614,-0.2031,"[-0.7883, 0.3856]",-0.0577,"[-0.2685, 0.1261]",0.994,-0.1454,"[-0.7746, 0.5023]"
3950,SCF,absolute length growth velocity (3 month increment),Multi,>6-9 months,158,0,-0.1916,-0.2153,"[-0.7879, 0.3712]",-0.0195,"[-0.2127, 0.1551]",1,-0.1957,"[-0.7628, 0.4354]"
3951,SCF,absolute length growth velocity (3 month increment),Single,>6-9 months,37,1,-6.7837,1.1028,"[-0.9433, 3.0397]",-0.0245,"[-0.6401, 0.5669]",0.992,1.1273,"[-0.8044, 2.9777]"
3952,SCF,absolute length growth velocity (3 month increment),Single,>6-9 months,37,0,1.0676,1.0246,"[-0.9312, 3.0106]",-0.0054,"[-0.5974, 0.5438]",0.982,1.03,"[-0.8731, 2.9209]"
3953,SCF,absolute length growth velocity (3 month increment),All,>9-12 months,231,1,-2.2243,0.0072,"[-0.4424, 0.489]",0.0677,"[-0.0247, 0.1877]",0.618,-0.0604,"[-0.5164, 0.4367]"
3954,SCF,absolute length growth velocity (3 month increment),All,>9-12 months,231,0,-0.0526,-0.0056,"[-0.4362, 0.4577]",0.0519,"[-0.0264, 0.1605]",0.6911,-0.0575,"[-0.504, 0.4251]"
3955,SCF,absolute length growth velocity (3 month increment),Multi,>9-12 months,183,1,-2.202,0.1591,"[-0.3201, 0.6426]",0.0749,"[-0.0241, 0.2083]",0.72,0.0843,"[-0.3928, 0.5839]"
3956,SCF,absolute length growth velocity (3 month increment),Multi,>9-12 months,183,0,0.0991,0.1455,"[-0.3604, 0.6697]",0.053,"[-0.0426, 0.1832]",0.7657,0.0925,"[-0.4107, 0.65]"
3957,SCF,absolute length growth velocity (3 month increment),Single,>9-12 months,48,1,0.5832,-0.6297,"[-1.7454, 0.5498]",0.0812,"[-0.1592, 0.4572]",1,-0.7109,"[-1.8558, 0.4893]"
3958,SCF,absolute length growth velocity (3 month increment),Single,>9-12 months,48,0,-0.7375,-0.6591,"[-1.7576, 0.4936]",0.0864,"[-0.1294, 0.4758]",1,-0.7455,"[-1.8124, 0.4034]"
3959,SCF,absolute weight growth velocity (3 month increment),All,0-3 months,251,1,-230.0707,-10.7832,"[-179.9656, 172.0645]",12.5027,"[-32.2188, 58.7428]",0.8584,-23.286,"[-194.6681, 159.3277]"
3960,SCF,absolute weight growth velocity (3 month increment),All,0-3 months,251,0,-25.5199,-16.7492,"[-179.912, 161.6157]",11.1254,"[-33.4037, 64.8771]",0.8894,-27.8746,"[-207.6242, 149.4028]"
3961,SCF,absolute weight growth velocity (3 month increment),Multi,0-3 months,200,1,-97.575,-36.0795,"[-237.6844, 168.3308]",13.1124,"[-45.3167, 74.9641]",0.9753,-49.1919,"[-257.2297, 164.572]"
3962,SCF,absolute weight growth velocity (3 month increment),Multi,0-3 months,200,0,-50.7874,-39.3118,"[-237.4603, 170.3921]",12.1893,"[-46.8615, 80.342]",0.954,-51.5011,"[-248.194, 162.5763]"
3963,SCF,absolute weight growth velocity (3 month increment),Single,0-3 months,51,1,-908.5447,12.0884,"[-404.8319, 431.461]",18.661,"[-99.1499, 165.6864]",0.978,-6.5726,"[-431.5926, 434.4925]"
3964,SCF,absolute weight growth velocity (3 month increment),Single,0-3 months,51,0,-6.1532,0.8827,"[-398.7985, 430.6535]",12.2884,"[-122.4559, 162.9402]",0.982,-11.4056,"[-429.8773, 438.3756]"
3965,SCF,absolute weight growth velocity (3 month increment),All,>3-6 months,181,1,407.2808,-22.1356,"[-156.3783, 111.02]",-17.8624,"[-66.64, 21.8369]",0.672,-4.2732,"[-142.2716, 135.7018]"
3966,SCF,absolute weight growth velocity (3 month increment),All,>3-6 months,181,0,-10.7565,-25.8073,"[-159.3134, 113.8077]",-12.72,"[-54.5916, 27.047]",0.7298,-13.0873,"[-160.4319, 129.7522]"
3967,SCF,absolute weight growth velocity (3 month increment),Multi,>3-6 months,143,1,99.3887,2.2016,"[-138.2454, 147.8091]",22.7604,"[-30.4093, 78.2974]",0.9123,-20.5588,"[-178.669, 128.6566]"
3968,SCF,absolute weight growth velocity (3 month increment),Multi,>3-6 months,143,0,-22.3478,1.1408,"[-145.1441, 153.5031]",24.2918,"[-20.6495, 78.2901]",0.8334,-23.151,"[-176.7804, 144.7975]"
3969,SCF,absolute weight growth velocity (3 month increment),Single,>3-6 months,38,1,-383.5474,-166.2434,"[-597.4666, 204.2846]",-104.1661,"[-311.818, 38.523]",0.6563,-62.0773,"[-431.7158, 286.5723]"
3970,SCF,absolute weight growth velocity (3 month increment),Single,>3-6 months,38,0,-59.5511,-167.3304,"[-555.7834, 232.3071]",-106.2349,"[-310.2957, 37.6648]",0.6773,-61.0955,"[-392.7895, 299.7071]"
3971,SCF,absolute weight growth velocity (3 month increment),All,>6-9 months,195,1,286.7479,-49.7165,"[-160.3556, 68.576]",-6.7986,"[-38.7156, 19.0653]",0.926,-42.9178,"[-164.352, 82.2464]"
3972,SCF,absolute weight growth velocity (3 month increment),All,>6-9 months,195,0,-46.9412,-52.2287,"[-168.7679, 65.8377]",-3.8324,"[-28.5811, 19.3633]",0.924,-48.3963,"[-173.7279, 72.6927]"
3973,SCF,absolute weight growth velocity (3 month increment),Multi,>6-9 months,158,1,-97.3828,-82.1898,"[-200.2656, 36.7447]",-1.9934,"[-34.8516, 27.9002]",0.99,-80.1964,"[-203.1799, 41.9109]"
3974,SCF,absolute weight growth velocity (3 month increment),Multi,>6-9 months,158,0,-80.8832,-83.8028,"[-205.9473, 38.1588]",-2.0969,"[-31.0735, 24.699]",0.986,-81.7059,"[-206.3926, 51.3552]"
3975,SCF,absolute weight growth velocity (3 month increment),Single,>6-9 months,37,1,NA,115.1484,"[-392.0154, 667.5714]",0.7862,"[-143.8102, 170.1263]",1,114.3622,"[-358.5519, 647.0566]"
3976,SCF,absolute weight growth velocity (3 month increment),Single,>6-9 months,37,0,106.5497,99.825,"[-350.8564, 586.153]",0.4959,"[-119.129, 115.6405]",0.982,99.3291,"[-351.9844, 579.6381]"
3977,SCF,absolute weight growth velocity (3 month increment),All,>9-12 months,231,1,NA,8.7547,"[-105.423, 123.6993]",-6.8085,"[-33.3198, 15.6695]",0.942,15.5632,"[-97.4334, 124.8218]"
3978,SCF,absolute weight growth velocity (3 month increment),All,>9-12 months,231,0,5.229,6.5098,"[-107.9033, 121.4537]",2.7734,"[-21.3334, 29.2594]",0.988,3.7364,"[-117.2764, 122.5806]"
3979,SCF,absolute weight growth velocity (3 month increment),Multi,>9-12 months,183,1,923.9496,61.0659,"[-55.6177, 192.5287]",-3.6786,"[-34.1485, 25.1607]",0.998,64.7445,"[-50.8106, 197.3296]"
3980,SCF,absolute weight growth velocity (3 month increment),Multi,>9-12 months,183,0,58.2567,61.4399,"[-61.7481, 190.4085]",4.3819,"[-24.0252, 36.864]",0.992,57.058,"[-62.1534, 189.9241]"
3981,SCF,absolute weight growth velocity (3 month increment),Single,>9-12 months,48,1,727.3036,-171.5944,"[-490.4442, 120.3272]",-9.2726,"[-82.1229, 43.908]",0.986,-162.3218,"[-491.6375, 135.5347]"
3982,SCF,absolute weight growth velocity (3 month increment),Single,>9-12 months,48,0,-161.213,-172.9413,"[-487.9891, 131.4188]",-6.413,"[-78.1827, 59.281]",0.996,-166.5283,"[-483.3371, 153.8295]"
3983,SCF,weight velocity based on weight-for-length Z-score (3 month increment),All,0-3 months,241,1,-0.9649,0.0609,"[-0.3632, 0.5175]",0.0001,"[-0.1179, 0.1104]",0.994,0.0609,"[-0.3692, 0.5143]"
3984,SCF,weight velocity based on weight-for-length Z-score (3 month increment),All,0-3 months,241,0,0.0592,0.0444,"[-0.3854, 0.4981]",-0.0085,"[-0.122, 0.1065]",0.98,0.0529,"[-0.3775, 0.5067]"
3985,SCF,weight velocity based on weight-for-length Z-score (3 month increment),Multi,0-3 months,190,1,0.0524,0.1158,"[-0.3877, 0.6173]",-0.0125,"[-0.1605, 0.1267]",0.9471,0.1283,"[-0.369, 0.6216]"
3986,SCF,weight velocity based on weight-for-length Z-score (3 month increment),Multi,0-3 months,190,0,0.126,0.1091,"[-0.4118, 0.6398]",-0.0137,"[-0.1634, 0.1337]",0.876,0.1228,"[-0.3854, 0.6503]"
3987,SCF,weight velocity based on weight-for-length Z-score (3 month increment),Single,0-3 months,51,1,-2.496,-0.226,"[-1.5352, 1.0887]",0.026,"[-0.3806, 0.4643]",0.998,-0.2521,"[-1.433, 1.0473]"
3988,SCF,weight velocity based on weight-for-length Z-score (3 month increment),Single,0-3 months,51,0,-0.2721,-0.2741,"[-1.5079, 1.0148]",0.0121,"[-0.3944, 0.4138]",0.998,-0.2862,"[-1.4619, 0.9519]"
3989,SCF,weight velocity based on weight-for-length Z-score (3 month increment),All,>3-6 months,181,1,2.659,0.0456,"[-0.2889, 0.3864]",-0.087,"[-0.2259, 0.0111]",0.978,0.1327,"[-0.2109, 0.4767]"
3990,SCF,weight velocity based on weight-for-length Z-score (3 month increment),All,>3-6 months,181,0,0.0998,0.035,"[-0.3146, 0.3756]",-0.0585,"[-0.1794, 0.0408]",0.996,0.0935,"[-0.258, 0.4349]"
3991,SCF,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>3-6 months,143,1,0.8697,-0.0131,"[-0.3684, 0.3652]",-0.0359,"[-0.1756, 0.0892]",0.996,0.0228,"[-0.3521, 0.421]"
3992,SCF,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>3-6 months,143,0,0.0142,-0.0107,"[-0.3851, 0.3734]",-0.0251,"[-0.166, 0.0934]",0.978,0.0144,"[-0.3674, 0.4129]"
3993,SCF,weight velocity based on weight-for-length Z-score (3 month increment),Single,>3-6 months,38,1,5.3055,0.3968,"[-0.6709, 1.3505]",-0.1165,"[-0.5256, 0.1109]",0.988,0.5133,"[-0.4469, 1.4199]"
3994,SCF,weight velocity based on weight-for-length Z-score (3 month increment),Single,>3-6 months,38,0,0.4436,0.3521,"[-0.5676, 1.3649]",-0.095,"[-0.4581, 0.1534]",0.998,0.4471,"[-0.4365, 1.3916]"
3995,SCF,weight velocity based on weight-for-length Z-score (3 month increment),All,>6-9 months,195,1,-0.5978,-0.0523,"[-0.2757, 0.2015]",0.0103,"[-0.0513, 0.0731]",0.998,-0.0626,"[-0.2944, 0.1707]"
3996,SCF,weight velocity based on weight-for-length Z-score (3 month increment),All,>6-9 months,195,0,-0.0623,-0.059,"[-0.2796, 0.1685]",0.0065,"[-0.0487, 0.0679]",0.996,-0.0656,"[-0.3021, 0.1741]"
3997,SCF,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>6-9 months,158,1,-1.4512,-0.0644,"[-0.313, 0.1899]",0.0137,"[-0.0633, 0.0989]",0.994,-0.0781,"[-0.3328, 0.1771]"
3998,SCF,weight velocity based on weight-for-length Z-score (3 month increment),Multi,>6-9 months,158,0,-0.0663,-0.0704,"[-0.3226, 0.1963]",-0.0023,"[-0.0832, 0.0749]",0.98,-0.0681,"[-0.3076, 0.2054]"
3999,SCF,weight velocity based on weight-for-length Z-score (3 month increment),Single,>6-9 months,37,1,5.3356,-0.1567,"[-0.9371, 0.6222]",0.011,"[-0.1643, 0.2208]",0.998,-0.1677,"[-0.9887, 0.5979]"
