,Mediator,Outcome,Gravidity,Age group,N,Interaction,Aim1 effect,Total effect,Total effect 95% CI,Average mediated effect,Average mediated effect 95% CI,ACME p after BH adjustment,Average direct effect,Average direct effect 95% CI
1217,CD5,Weight-for-length Z score,Single,>6-9 months,51,1,-0.8127,-0.3101,"[-1.031, 0.3912]",0.1257,"[-0.1199, 0.4799]",0.986,-0.4358,"[-1.263, 0.3549]"
1218,CD5,Weight-for-length Z score,Single,>6-9 months,51,0,-0.4339,-0.3214,"[-1.0533, 0.439]",0.1284,"[-0.0683, 0.4179]",0.986,-0.4499,"[-1.2325, 0.3403]"
1219,CD5,Weight-for-length Z score,All,>9-12 months,255,1,-1.2521,-0.0355,"[-0.285, 0.2314]",0.0038,"[-0.016, 0.0299]",0.9476,-0.0393,"[-0.2963, 0.2313]"
1220,CD5,Weight-for-length Z score,All,>9-12 months,255,0,-0.0441,-0.0423,"[-0.3003, 0.2232]",0.005,"[-0.0153, 0.0324]",0.8033,-0.0473,"[-0.3072, 0.22]"
1221,CD5,Weight-for-length Z score,Multi,>9-12 months,204,1,-1.7706,0.0409,"[-0.2343, 0.3218]",-0.003,"[-0.0307, 0.0187]",0.9505,0.0439,"[-0.2244, 0.3202]"
1222,CD5,Weight-for-length Z score,Multi,>9-12 months,204,0,0.0437,0.0371,"[-0.247, 0.3381]",-0.0039,"[-0.0357, 0.0166]",0.9063,0.041,"[-0.2472, 0.3368]"
1223,CD5,Weight-for-length Z score,Single,>9-12 months,51,1,-0.7636,-0.4047,"[-1.1471, 0.3247]",0.1143,"[-0.1566, 0.4837]",0.998,-0.519,"[-1.333, 0.291]"
1224,CD5,Weight-for-length Z score,Single,>9-12 months,51,0,-0.5224,-0.4191,"[-1.1578, 0.3553]",0.118,"[-0.0909, 0.4212]",1,-0.5371,"[-1.3462, 0.2849]"
1225,CD6,Length-for-age Z score,All,Birth,255,1,-0.1751,-0.1346,"[-0.3811, 0.1086]",0.0016,"[-0.0521, 0.0522]",0.964,-0.1361,"[-0.389, 0.1108]"
1226,CD6,Length-for-age Z score,All,Birth,255,0,-0.1408,-0.1417,"[-0.3883, 0.1055]",0.0026,"[-0.0485, 0.0519]",0.9681,-0.1443,"[-0.388, 0.106]"
1227,CD6,Length-for-age Z score,Multi,Birth,204,1,-0.4278,-0.1637,"[-0.4321, 0.0947]",-0.0051,"[-0.0563, 0.0402]",0.994,-0.1586,"[-0.4246, 0.1029]"
1228,CD6,Length-for-age Z score,Multi,Birth,204,0,-0.1622,-0.1685,"[-0.4512, 0.1305]",-0.0031,"[-0.0521, 0.041]",1,-0.1655,"[-0.453, 0.1169]"
1229,CD6,Length-for-age Z score,Single,Birth,51,1,0.853,-0.0322,"[-0.5522, 0.4748]",0.0513,"[-0.1844, 0.3202]",1,-0.0835,"[-0.6647, 0.5024]"
1230,CD6,Length-for-age Z score,Single,Birth,51,0,-0.086,-0.0366,"[-0.5603, 0.4913]",0.0565,"[-0.1662, 0.3123]",0.984,-0.0931,"[-0.6926, 0.5074]"
1231,CD6,Length-for-age Z score,All,1 day-3 months,251,1,0.3399,-0.1278,"[-0.3558, 0.1115]",0.0061,"[-0.0464, 0.0612]",0.962,-0.134,"[-0.3635, 0.106]"
1232,CD6,Length-for-age Z score,All,1 day-3 months,251,0,-0.1392,-0.1381,"[-0.3705, 0.1118]",0.0047,"[-0.0447, 0.0561]",0.984,-0.1428,"[-0.3803, 0.1012]"
1233,CD6,Length-for-age Z score,Multi,1 day-3 months,201,1,-0.0575,-0.2016,"[-0.468, 0.0713]",-0.0027,"[-0.0497, 0.0421]",1,-0.1989,"[-0.464, 0.0663]"
1234,CD6,Length-for-age Z score,Multi,1 day-3 months,201,0,-0.2012,-0.2053,"[-0.4775, 0.0734]",-0.0027,"[-0.0515, 0.0436]",0.996,-0.2026,"[-0.4754, 0.074]"
1235,CD6,Length-for-age Z score,Single,1 day-3 months,50,1,2.37,0.1884,"[-0.4556, 0.7977]",0.0496,"[-0.2033, 0.3487]",0.982,0.1388,"[-0.4746, 0.7525]"
1236,CD6,Length-for-age Z score,Single,1 day-3 months,50,0,0.1314,0.1947,"[-0.3936, 0.8413]",0.0634,"[-0.1511, 0.3444]",0.9765,0.1313,"[-0.5009, 0.7653]"
1237,CD6,Length-for-age Z score,All,>3-6 months,255,1,1.3172,-0.096,"[-0.3546, 0.1645]",0.0008,"[-0.0568, 0.0554]",0.966,-0.0967,"[-0.3563, 0.166]"
1238,CD6,Length-for-age Z score,All,>3-6 months,255,0,-0.1004,-0.1103,"[-0.3755, 0.1658]",-0.0056,"[-0.0651, 0.049]",0.944,-0.1047,"[-0.366, 0.1708]"
1239,CD6,Length-for-age Z score,Multi,>3-6 months,204,1,1.0604,-0.1568,"[-0.4572, 0.1445]",-0.0128,"[-0.0702, 0.0316]",0.9597,-0.144,"[-0.4351, 0.1591]"
1240,CD6,Length-for-age Z score,Multi,>3-6 months,204,0,-0.1467,-0.1651,"[-0.4723, 0.1499]",-0.0168,"[-0.0859, 0.0317]",0.956,-0.1483,"[-0.4562, 0.1682]"
1241,CD6,Length-for-age Z score,Single,>3-6 months,51,1,1.824,0.05,"[-0.5388, 0.6306]",0.159,"[-0.0178, 0.4409]",0.994,-0.109,"[-0.7526, 0.5505]"
1242,CD6,Length-for-age Z score,Single,>3-6 months,51,0,-0.1147,0.0532,"[-0.5393, 0.6655]",0.1686,"[-0.0326, 0.4709]",0.998,-0.1154,"[-0.7688, 0.5339]"
1243,CD6,Length-for-age Z score,All,>6-9 months,255,1,0.6442,-0.2319,"[-0.4853, 0.0459]",0.0195,"[-0.0312, 0.078]",0.8782,-0.2514,"[-0.5044, 0.0343]"
1244,CD6,Length-for-age Z score,All,>6-9 months,255,0,-0.2585,-0.2469,"[-0.4964, 0.0243]",0.0158,"[-0.0361, 0.0765]",0.993,-0.2627,"[-0.5277, 0.0128]"
1245,CD6,Length-for-age Z score,Multi,>6-9 months,204,1,0.6761,-0.341,"[-0.6518, -0.0236]",0.0035,"[-0.0441, 0.0572]",0.97,-0.3445,"[-0.6716, -0.0318]"
1246,CD6,Length-for-age Z score,Multi,>6-9 months,204,0,-0.3465,-0.3487,"[-0.6866, -0.0205]",0.0001,"[-0.0525, 0.0513]",0.982,-0.3488,"[-0.69, -0.0151]"
1247,CD6,Length-for-age Z score,Single,>6-9 months,51,1,0.4627,0.1305,"[-0.4139, 0.6993]",0.1384,"[-0.0802, 0.4342]",0.97,-0.0079,"[-0.5848, 0.5881]"
1248,CD6,Length-for-age Z score,Single,>6-9 months,51,0,-0.0164,0.1267,"[-0.4548, 0.7281]",0.1487,"[-0.037, 0.4457]",0.896,-0.022,"[-0.6049, 0.5475]"
1249,CD6,Length-for-age Z score,All,>9-12 months,255,1,-0.11,-0.1563,"[-0.3722, 0.0661]",0.0178,"[-0.0241, 0.0688]",0.819,-0.1741,"[-0.3904, 0.0593]"
1250,CD6,Length-for-age Z score,All,>9-12 months,255,0,-0.181,-0.1663,"[-0.3857, 0.0703]",0.0183,"[-0.0237, 0.0704]",0.8435,-0.1846,"[-0.4134, 0.0564]"
1251,CD6,Length-for-age Z score,Multi,>9-12 months,204,1,-0.3035,-0.2735,"[-0.5289, -0.0166]",0.0023,"[-0.0372, 0.0476]",0.994,-0.2758,"[-0.5333, -0.0214]"
1252,CD6,Length-for-age Z score,Multi,>9-12 months,204,0,-0.2775,-0.2767,"[-0.5545, 0.0017]",0.003,"[-0.0359, 0.0449]",0.954,-0.2796,"[-0.5604, 0.0005]"
1253,CD6,Length-for-age Z score,Single,>9-12 months,51,1,0.4469,0.2337,"[-0.3164, 0.7727]",0.163,"[-0.0617, 0.4765]",0.982,0.0707,"[-0.5413, 0.6974]"
1254,CD6,Length-for-age Z score,Single,>9-12 months,51,0,0.0608,0.2288,"[-0.3097, 0.7836]",0.1723,"[-0.0275, 0.4797]",0.658,0.0566,"[-0.5553, 0.6602]"
1255,CD6,Weight-for-age Z score,All,Birth,255,1,-0.7769,-0.0856,"[-0.2972, 0.1406]",0.0227,"[-0.0183, 0.0755]",0.974,-0.1082,"[-0.342, 0.1196]"
1256,CD6,Weight-for-age Z score,All,Birth,255,0,-0.1144,-0.0906,"[-0.308, 0.1366]",0.0269,"[-0.0121, 0.0813]",0.962,-0.1175,"[-0.3371, 0.1138]"
1257,CD6,Weight-for-age Z score,Multi,Birth,204,1,-1.0323,-0.0963,"[-0.3492, 0.158]",0.0086,"[-0.0291, 0.0587]",0.996,-0.1049,"[-0.3601, 0.1543]"
1258,CD6,Weight-for-age Z score,Multi,Birth,204,0,-0.1083,-0.0965,"[-0.3609, 0.1708]",0.0131,"[-0.0202, 0.0649]",0.996,-0.1096,"[-0.3674, 0.1597]"
1259,CD6,Weight-for-age Z score,Single,Birth,51,1,-0.5477,-0.0616,"[-0.5289, 0.3954]",0.1463,"[-0.0197, 0.3885]",0.994,-0.2078,"[-0.6984, 0.251]"
1260,CD6,Weight-for-age Z score,Single,Birth,51,0,-0.213,-0.0738,"[-0.5489, 0.4372]",0.1462,"[-0.0057, 0.3729]",0.988,-0.22,"[-0.7069, 0.2801]"
1261,CD6,Weight-for-age Z score,All,1 day-3 months,255,1,0.5147,-0.0199,"[-0.2391, 0.2041]",0.0178,"[-0.0287, 0.0753]",1,-0.0377,"[-0.2629, 0.1931]"
1262,CD6,Weight-for-age Z score,All,1 day-3 months,255,0,-0.0431,-0.0301,"[-0.2513, 0.2017]",0.0157,"[-0.0314, 0.0745]",0.996,-0.0458,"[-0.27, 0.1965]"
1263,CD6,Weight-for-age Z score,Multi,1 day-3 months,204,1,0.1044,-0.0277,"[-0.2946, 0.2476]",0.0025,"[-0.0382, 0.0479]",0.994,-0.0302,"[-0.2948, 0.2459]"
1264,CD6,Weight-for-age Z score,Multi,1 day-3 months,204,0,-0.0333,-0.0313,"[-0.2905, 0.2441]",0.0027,"[-0.0438, 0.0528]",0.964,-0.0341,"[-0.3049, 0.2412]"
1265,CD6,Weight-for-age Z score,Single,1 day-3 months,51,1,1.9123,-0.0837,"[-0.5668, 0.4163]",0.1491,"[-0.0413, 0.4352]",0.992,-0.2327,"[-0.7661, 0.3326]"
1266,CD6,Weight-for-age Z score,Single,1 day-3 months,51,0,-0.2245,-0.071,"[-0.5653, 0.4392]",0.1571,"[-0.0668, 0.4838]",1,-0.2281,"[-0.7874, 0.3268]"
1267,CD6,Weight-for-age Z score,All,>3-6 months,255,1,-0.4522,-0.0577,"[-0.3066, 0.2076]",0.0398,"[-0.0133, 0.1157]",0.7,-0.0975,"[-0.3666, 0.1803]"
1268,CD6,Weight-for-age Z score,All,>3-6 months,255,0,-0.1059,-0.0672,"[-0.3214, 0.204]",0.0424,"[-0.0111, 0.119]",0.574,-0.1096,"[-0.3792, 0.1755]"
1269,CD6,Weight-for-age Z score,Multi,>3-6 months,204,1,-1.1902,-0.079,"[-0.3856, 0.2223]",0.0084,"[-0.0372, 0.0677]",0.998,-0.0874,"[-0.3821, 0.2252]"
1270,CD6,Weight-for-age Z score,Multi,>3-6 months,204,0,-0.0905,-0.0785,"[-0.3879, 0.2399]",0.0138,"[-0.0288, 0.0748]",0.994,-0.0923,"[-0.398, 0.2275]"
1271,CD6,Weight-for-age Z score,Single,>3-6 months,51,1,0.9534,-0.0931,"[-0.7152, 0.5214]",0.3328,"[0.0362, 0.814]",0.462,-0.4259,"[-1.0988, 0.2645]"
1272,CD6,Weight-for-age Z score,Single,>3-6 months,51,0,-0.4194,-0.085,"[-0.7045, 0.5267]",0.3421,"[0.0314, 0.797]",0.378,-0.4271,"[-1.1082, 0.2286]"
1273,CD6,Weight-for-age Z score,All,>6-9 months,255,1,-0.6358,-0.1001,"[-0.3543, 0.1651]",0.0448,"[-0.0076, 0.1225]",0.6468,-0.1449,"[-0.4106, 0.1281]"
1274,CD6,Weight-for-age Z score,All,>6-9 months,255,0,-0.1531,-0.109,"[-0.3644, 0.1708]",0.048,"[-0.005, 0.1259]",0.5751,-0.157,"[-0.4159, 0.1236]"
1275,CD6,Weight-for-age Z score,Multi,>6-9 months,204,1,-1.2337,-0.1168,"[-0.4079, 0.1813]",0.013,"[-0.0303, 0.075]",0.996,-0.1298,"[-0.4212, 0.1627]"
1276,CD6,Weight-for-age Z score,Multi,>6-9 months,204,0,-0.1331,-0.1171,"[-0.4226, 0.1959]",0.0185,"[-0.0203, 0.0802]",0.9483,-0.1355,"[-0.4462, 0.174]"
1277,CD6,Weight-for-age Z score,Single,>6-9 months,51,1,-0.242,-0.1563,"[-0.8433, 0.538]",0.3452,"[0.0488, 0.765]",0.252,-0.5016,"[-1.1662, 0.1436]"
1278,CD6,Weight-for-age Z score,Single,>6-9 months,51,0,-0.5012,-0.1579,"[-0.858, 0.543]",0.3547,"[0.0619, 0.7863]",0.126,-0.5126,"[-1.215, 0.1668]"
1279,CD6,Weight-for-age Z score,All,>9-12 months,255,1,-0.4262,-0.1064,"[-0.3487, 0.1522]",0.0499,"[-0.0013, 0.1258]",0.4925,-0.1563,"[-0.4125, 0.1148]"
1280,CD6,Weight-for-age Z score,All,>9-12 months,255,0,-0.1635,-0.1152,"[-0.3608, 0.1554]",0.0519,"[-0.0013, 0.1305]",0.408,-0.1672,"[-0.4192, 0.1021]"
1281,CD6,Weight-for-age Z score,Multi,>9-12 months,204,1,-1.0711,-0.113,"[-0.3939, 0.1727]",0.0176,"[-0.0209, 0.0825]",0.882,-0.1306,"[-0.4176, 0.1565]"
1282,CD6,Weight-for-age Z score,Multi,>9-12 months,204,0,-0.133,-0.1132,"[-0.4119, 0.1907]",0.0222,"[-0.0157, 0.0858]",0.8768,-0.1354,"[-0.4376, 0.1712]"
1283,CD6,Weight-for-age Z score,Single,>9-12 months,51,1,0.369,-0.19,"[-0.8783, 0.4853]",0.3415,"[0.0423, 0.7952]",0.336,-0.5316,"[-1.2309, 0.1857]"
1284,CD6,Weight-for-age Z score,Single,>9-12 months,51,0,-0.5316,-0.1915,"[-0.8826, 0.5177]",0.3511,"[0.0495, 0.8083]",0.21,-0.5426,"[-1.2545, 0.1399]"
1285,CD6,Weight-for-length Z score,All,Birth,245,1,-1.4681,0.0831,"[-0.2081, 0.4008]",0.0165,"[-0.034, 0.0759]",0.826,0.0666,"[-0.2361, 0.3828]"
1286,CD6,Weight-for-length Z score,All,Birth,245,0,0.0568,0.0776,"[-0.2198, 0.3931]",0.0247,"[-0.0221, 0.0853]",0.7298,0.0529,"[-0.245, 0.3665]"
1287,CD6,Weight-for-length Z score,Multi,Birth,194,1,-1.5959,0.1016,"[-0.2525, 0.4613]",0.0046,"[-0.0386, 0.0553]",0.9616,0.0971,"[-0.2413, 0.453]"
1288,CD6,Weight-for-length Z score,Multi,Birth,194,0,0.097,0.1069,"[-0.2568, 0.4744]",0.0114,"[-0.0287, 0.0713]",0.94,0.0954,"[-0.2724, 0.4496]"
1289,CD6,Weight-for-length Z score,Single,Birth,51,1,-1.9799,-0.0489,"[-0.7733, 0.7014]",0.1618,"[-0.0806, 0.4976]",0.984,-0.2107,"[-0.9085, 0.5167]"
1290,CD6,Weight-for-length Z score,Single,Birth,51,0,-0.2297,-0.0732,"[-0.7987, 0.6866]",0.1655,"[-0.0622, 0.4956]",0.988,-0.2387,"[-0.986, 0.5146]"
1291,CD6,Weight-for-length Z score,All,1 day-3 months,247,1,0.4456,0.1875,"[-0.0396, 0.4186]",0.0178,"[-0.0257, 0.0706]",0.992,0.1697,"[-0.0638, 0.4116]"
1292,CD6,Weight-for-length Z score,All,1 day-3 months,247,0,0.1635,0.1773,"[-0.0524, 0.4228]",0.0173,"[-0.0257, 0.0734]",0.931,0.16,"[-0.083, 0.4024]"
1293,CD6,Weight-for-length Z score,Multi,1 day-3 months,197,1,0.2004,0.3005,"[0.0383, 0.5573]",0.0074,"[-0.0289, 0.0526]",0.97,0.2931,"[0.0245, 0.5546]"
1294,CD6,Weight-for-length Z score,Multi,1 day-3 months,197,0,0.2902,0.297,"[0.0202, 0.5793]",0.0084,"[-0.0323, 0.058]",0.996,0.2886,"[0.0102, 0.5641]"
1295,CD6,Weight-for-length Z score,Single,1 day-3 months,50,1,0.2822,-0.3816,"[-0.9687, 0.1992]",0.1451,"[-0.1128, 0.523]",0.99,-0.5267,"[-1.1181, 0.0346]"
1296,CD6,Weight-for-length Z score,Single,1 day-3 months,50,0,-0.5319,-0.3867,"[-0.9504, 0.2148]",0.1513,"[-0.0945, 0.4855]",0.996,-0.538,"[-1.1134, 0.0289]"
1297,CD6,Weight-for-length Z score,All,>3-6 months,255,1,-1.8286,-0.0021,"[-0.2777, 0.2799]",0.0509,"[-0.0056, 0.1343]",0.371,-0.0531,"[-0.3456, 0.2356]"
1298,CD6,Weight-for-length Z score,All,>3-6 months,255,0,-0.0615,-0.0049,"[-0.2781, 0.2754]",0.0609,"[0.0037, 0.1464]",0.21,-0.0658,"[-0.3483, 0.2265]"
1299,CD6,Weight-for-length Z score,Multi,>3-6 months,204,1,-2.4489,0.022,"[-0.2853, 0.319]",0.0231,"[-0.0185, 0.095]",0.924,-0.0011,"[-0.3119, 0.3084]"
1300,CD6,Weight-for-length Z score,Multi,>3-6 months,204,0,-0.0058,0.0265,"[-0.288, 0.3408]",0.0341,"[-0.0106, 0.1095]",0.693,-0.0076,"[-0.3144, 0.2999]"
1301,CD6,Weight-for-length Z score,Single,>3-6 months,51,1,-0.812,-0.1487,"[-0.907, 0.5871]",0.2844,"[-0.0459, 0.7817]",0.9828,-0.4331,"[-1.2998, 0.4563]"
1302,CD6,Weight-for-length Z score,Single,>3-6 months,51,0,-0.4306,-0.1499,"[-0.8737, 0.5605]",0.2857,"[-0.0188, 0.7433]",0.714,-0.4356,"[-1.2345, 0.3601]"
1303,CD6,Weight-for-length Z score,All,>6-9 months,254,1,-1.0513,0.0062,"[-0.2426, 0.2703]",0.0386,"[-0.0137, 0.1146]",1,-0.0324,"[-0.2964, 0.2357]"
1304,CD6,Weight-for-length Z score,All,>6-9 months,254,0,-0.0392,0.0008,"[-0.2569, 0.2668]",0.044,"[-0.0056, 0.1172]",0.868,-0.0431,"[-0.3058, 0.2262]"
1305,CD6,Weight-for-length Z score,Multi,>6-9 months,203,1,-1.7852,0.0612,"[-0.222, 0.335]",0.0104,"[-0.0298, 0.0666]",0.996,0.0507,"[-0.2383, 0.3251]"
1306,CD6,Weight-for-length Z score,Multi,>6-9 months,203,0,0.0474,0.0634,"[-0.2223, 0.3534]",0.0183,"[-0.0149, 0.0743]",0.954,0.0452,"[-0.2395, 0.3316]"
1307,CD6,Weight-for-length Z score,Single,>6-9 months,51,1,-0.8409,-0.3194,"[-1.0617, 0.4017]",0.3585,"[0.0355, 0.8498]",0.462,-0.6779,"[-1.4722, 0.1057]"
1308,CD6,Weight-for-length Z score,Single,>6-9 months,51,0,-0.6709,-0.3215,"[-1.0437, 0.4033]",0.3615,"[0.0515, 0.8158]",0.168,-0.6829,"[-1.4298, 0.0715]"
1309,CD6,Weight-for-length Z score,All,>9-12 months,255,1,-0.5063,-0.0356,"[-0.285, 0.2329]",0.0549,"[-0.0006, 0.1359]",0.684,-0.0905,"[-0.3602, 0.1844]"
1310,CD6,Weight-for-length Z score,All,>9-12 months,255,0,-0.0966,-0.0426,"[-0.3018, 0.2183]",0.0575,"[0.0032, 0.1392]",0.6048,-0.1,"[-0.3644, 0.1716]"
1311,CD6,Weight-for-length Z score,Multi,>9-12 months,204,1,-1.2249,0.0366,"[-0.2454, 0.3084]",0.0226,"[-0.0179, 0.0892]",0.9505,0.0139,"[-0.2696, 0.3054]"
1312,CD6,Weight-for-length Z score,Multi,>9-12 months,204,0,0.0113,0.037,"[-0.2599, 0.3386]",0.0284,"[-0.0108, 0.094]",0.9063,0.0086,"[-0.2961, 0.3108]"
1313,CD6,Weight-for-length Z score,Single,>9-12 months,51,1,0.0949,-0.4195,"[-1.1749, 0.3134]",0.3432,"[0.0345, 0.8385]",0.504,-0.7626,"[-1.5092, -0.0355]"
1314,CD6,Weight-for-length Z score,Single,>9-12 months,51,0,-0.7588,-0.4189,"[-1.1605, 0.3055]",0.3514,"[0.0365, 0.8198]",0.21,-0.7703,"[-1.4961, -0.0319]"
1315,CDCP1,Length-for-age Z score,All,Birth,255,1,-0.4158,-0.1339,"[-0.3809, 0.1143]",-0.0116,"[-0.0617, 0.0317]",0.964,-0.1223,"[-0.3638, 0.1217]"
1316,CDCP1,Length-for-age Z score,All,Birth,255,0,-0.1302,-0.1417,"[-0.388, 0.1056]",-0.008,"[-0.05, 0.0274]",0.9681,-0.1337,"[-0.3752, 0.1129]"
1317,CDCP1,Length-for-age Z score,Multi,Birth,204,1,0.0912,-0.1605,"[-0.4366, 0.1199]",0.0014,"[-0.0467, 0.0526]",0.994,-0.1618,"[-0.4347, 0.1045]"
1318,CDCP1,Length-for-age Z score,Multi,Birth,204,0,-0.1645,-0.1687,"[-0.4466, 0.1322]",-0.001,"[-0.0427, 0.0401]",1,-0.1677,"[-0.4516, 0.1134]"
1319,CDCP1,Length-for-age Z score,Single,Birth,51,1,-2.9094,-0.028,"[-0.5821, 0.5776]",-0.0831,"[-0.3855, 0.1152]",1,0.0552,"[-0.4972, 0.7094]"
1320,CDCP1,Length-for-age Z score,Single,Birth,51,0,0.0037,-0.0338,"[-0.5396, 0.5344]",-0.0298,"[-0.2604, 0.1496]",0.984,-0.0041,"[-0.5337, 0.5427]"
1321,CDCP1,Length-for-age Z score,All,1 day-3 months,251,1,-0.2152,-0.1282,"[-0.3628, 0.116]",-0.0065,"[-0.0593, 0.0428]",0.962,-0.1216,"[-0.3585, 0.1313]"
1322,CDCP1,Length-for-age Z score,All,1 day-3 months,251,0,-0.1293,-0.1381,"[-0.3709, 0.1107]",-0.0053,"[-0.0512, 0.0351]",0.984,-0.1328,"[-0.3696, 0.1175]"
1323,CDCP1,Length-for-age Z score,Multi,1 day-3 months,201,1,-0.4453,-0.2016,"[-0.4802, 0.0656]",0.005,"[-0.0442, 0.0616]",1,-0.2066,"[-0.4788, 0.0578]"
1324,CDCP1,Length-for-age Z score,Multi,1 day-3 months,201,0,-0.2115,-0.2057,"[-0.4741, 0.0714]",0.0074,"[-0.0325, 0.0569]",0.996,-0.2131,"[-0.4837, 0.0568]"
1325,CDCP1,Length-for-age Z score,Single,1 day-3 months,50,1,1.2218,0.202,"[-0.3859, 0.8695]",-0.0899,"[-0.4613, 0.168]",0.982,0.2919,"[-0.3511, 0.9547]"
1326,CDCP1,Length-for-age Z score,Single,1 day-3 months,50,0,0.2984,0.1975,"[-0.3804, 0.8399]",-0.1005,"[-0.4308, 0.114]",0.9765,0.298,"[-0.3353, 0.9372]"
1327,CDCP1,Length-for-age Z score,All,>3-6 months,255,1,-0.0677,-0.1002,"[-0.3599, 0.158]",-0.0195,"[-0.0846, 0.0346]",0.966,-0.0807,"[-0.3473, 0.1873]"
1328,CDCP1,Length-for-age Z score,All,>3-6 months,255,0,-0.0866,-0.1104,"[-0.3673, 0.1667]",-0.0196,"[-0.0779, 0.0243]",0.944,-0.0908,"[-0.351, 0.1865]"
1329,CDCP1,Length-for-age Z score,Multi,>3-6 months,204,1,-0.1715,-0.161,"[-0.4626, 0.1348]",-0.015,"[-0.0877, 0.0451]",0.9597,-0.146,"[-0.4423, 0.1575]"
1330,CDCP1,Length-for-age Z score,Multi,>3-6 months,204,0,-0.1493,-0.1652,"[-0.476, 0.1535]",-0.0142,"[-0.08, 0.0338]",0.956,-0.151,"[-0.4587, 0.1673]"
1331,CDCP1,Length-for-age Z score,Single,>3-6 months,51,1,-0.069,0.0688,"[-0.545, 0.7178]",-0.0479,"[-0.3336, 0.1901]",0.994,0.1168,"[-0.4753, 0.7444]"
1332,CDCP1,Length-for-age Z score,Single,>3-6 months,51,0,0.0973,0.0575,"[-0.5227, 0.7051]",-0.0395,"[-0.2789, 0.1491]",0.998,0.097,"[-0.5414, 0.7503]"
1333,CDCP1,Length-for-age Z score,All,>6-9 months,255,1,0.7076,-0.2347,"[-0.4833, 0.0336]",0.0231,"[-0.0178, 0.077]",0.8782,-0.2578,"[-0.5164, 0.016]"
1334,CDCP1,Length-for-age Z score,All,>6-9 months,255,0,-0.2541,-0.2471,"[-0.4949, 0.0258]",0.0111,"[-0.032, 0.0643]",0.993,-0.2582,"[-0.5127, 0.0165]"
1335,CDCP1,Length-for-age Z score,Multi,>6-9 months,204,1,0.7814,-0.3428,"[-0.6663, -0.0244]",0.0157,"[-0.0269, 0.0777]",0.97,-0.3585,"[-0.6662, -0.0387]"
1336,CDCP1,Length-for-age Z score,Multi,>6-9 months,204,0,-0.3502,-0.3487,"[-0.6847, -0.0213]",0.0039,"[-0.0413, 0.0544]",0.982,-0.3526,"[-0.6921, -0.025]"
1337,CDCP1,Length-for-age Z score,Single,>6-9 months,51,1,-0.4313,0.1339,"[-0.4512, 0.7386]",0.0566,"[-0.1104, 0.2993]",0.97,0.0774,"[-0.4684, 0.6622]"
1338,CDCP1,Length-for-age Z score,Single,>6-9 months,51,0,0.0621,0.1287,"[-0.445, 0.7212]",0.0724,"[-0.1099, 0.3359]",0.99,0.0563,"[-0.4777, 0.6131]"
1339,CDCP1,Length-for-age Z score,All,>9-12 months,255,1,0.3221,-0.1564,"[-0.371, 0.0718]",0.0135,"[-0.0321, 0.0666]",0.819,-0.1699,"[-0.3923, 0.0624]"
1340,CDCP1,Length-for-age Z score,All,>9-12 months,255,0,-0.17,-0.1665,"[-0.3906, 0.0754]",0.0071,"[-0.0321, 0.0496]",0.9215,-0.1736,"[-0.395, 0.0658]"
1341,CDCP1,Length-for-age Z score,Multi,>9-12 months,204,1,-0.0029,-0.2738,"[-0.5409, -0.0211]",0.0059,"[-0.0412, 0.0656]",0.994,-0.2797,"[-0.5379, -0.0182]"
1342,CDCP1,Length-for-age Z score,Multi,>9-12 months,204,0,-0.2775,-0.2766,"[-0.5566, 0]",0.003,"[-0.0349, 0.0436]",0.954,-0.2796,"[-0.5577, -0.0004]"
1343,CDCP1,Length-for-age Z score,Single,>9-12 months,51,1,0.6719,0.2366,"[-0.3133, 0.7827]",0.0599,"[-0.1293, 0.3139]",0.982,0.1767,"[-0.3751, 0.737]"
1344,CDCP1,Length-for-age Z score,Single,>9-12 months,51,0,0.1794,0.2309,"[-0.2978, 0.8109]",0.0562,"[-0.0951, 0.2598]",0.98,0.1748,"[-0.3667, 0.7507]"
1345,CDCP1,Weight-for-age Z score,All,Birth,255,1,-0.7768,-0.0829,"[-0.2979, 0.1511]",0.0092,"[-0.032, 0.0574]",0.974,-0.0921,"[-0.3134, 0.1415]"
1346,CDCP1,Weight-for-age Z score,All,Birth,255,0,-0.1054,-0.0907,"[-0.3047, 0.1387]",0.0177,"[-0.0152, 0.0621]",0.962,-0.1085,"[-0.3255, 0.1232]"
1347,CDCP1,Weight-for-age Z score,Multi,Birth,204,1,-0.7468,-0.0933,"[-0.3478, 0.1671]",0.0191,"[-0.0213, 0.0808]",0.996,-0.1124,"[-0.3636, 0.1433]"
1348,CDCP1,Weight-for-age Z score,Multi,Birth,204,0,-0.1218,-0.0968,"[-0.3655, 0.1707]",0.0265,"[-0.0068, 0.0809]",0.996,-0.1233,"[-0.3798, 0.1368]"
1349,CDCP1,Weight-for-age Z score,Single,Birth,51,1,-1.4051,-0.0573,"[-0.5447, 0.4628]",-0.0773,"[-0.3432, 0.0859]",0.994,0.02,"[-0.4968, 0.5129]"
1350,CDCP1,Weight-for-age Z score,Single,Birth,51,0,-0.0122,-0.0693,"[-0.5578, 0.4762]",-0.0499,"[-0.2565, 0.0836]",0.988,-0.0194,"[-0.5325, 0.5155]"
1351,CDCP1,Weight-for-age Z score,All,1 day-3 months,255,1,-0.6614,-0.0222,"[-0.2448, 0.2113]",0.0047,"[-0.0416, 0.0549]",1,-0.0269,"[-0.2522, 0.2067]"
